"ICD10","ICD10_Desc_x","ICD9","ICD9_Desc_x","APPROX_x","NOMAP_x","COMBO_x","SCENARIO_x","CHOICE_x","ICD10_Desc_y","ICD9_Desc_y","APPROX_y","NOMAP_y","COMBO_y","SCENARIO_y","CHOICE_y"
"T85.110A","Brkdwn implanted electronic neurostim of brain, init","996.2","Malfun neuro device/graf","1","0","0","0","0","Breakdown of implnt elec nstim of brain lead, init","Malfun neuro device/graf","1","0","0","0","0"
"T85.111A","Brkdwn implanted electronic neurostim of periph nrv, init","996.2","Malfun neuro device/graf","1","0","0","0","0","Breakdown of implnt elec nstim of prph nrv lead, init","Malfun neuro device/graf","1","0","0","0","0"
"T85.112A","Brkdwn implanted electronic neurostim of spinal cord, init","996.2","Malfun neuro device/graf","1","0","0","0","0","Breakdown of implnt elec nstim of spinal cord lead, init","Malfun neuro device/graf","1","0","0","0","0"
"T85.120A","Displacmnt of implanted electronic neurostim of brain, init","996.2","Malfun neuro device/graf","1","0","0","0","0","Displacement of implnt elec nstim of brain lead, init","Malfun neuro device/graf","1","0","0","0","0"
"T85.121A","Displacmnt of implnt electrnc neurostim of periph nrv, init","996.2","Malfun neuro device/graf","1","0","0","0","0","Displacement of implnt elec nstim of prph nrv lead, init","Malfun neuro device/graf","1","0","0","0","0"
"T85.122A","Displacmnt of implnt electrnc neurostim of spinal cord, init","996.2","Malfun neuro device/graf","1","0","0","0","0","Displacement of implnt elec nstim of spinal cord lead, init","Malfun neuro device/graf","1","0","0","0","0"
"T85.190A","Mech compl of implanted electronic neurostim of brain, init","996.2","Malfun neuro device/graf","1","0","0","0","0","Mech compl of implnt elec nstim of brain lead, init","Malfun neuro device/graf","1","0","0","0","0"
"T85.191A","Mech compl of implnt electrnc neurostim of periph nrv, init","996.2","Malfun neuro device/graf","1","0","0","0","0","Mech compl of implnt elec nstim of prph nrv lead, init","Malfun neuro device/graf","1","0","0","0","0"
"T85.192A","Mech compl of implnt electrnc neurostim of spinal cord, init","996.2","Malfun neuro device/graf","1","0","0","0","0","Mech compl of implnt elec nstim of spinal cord lead, init","Malfun neuro device/graf","1","0","0","0","0"
"T83.111A","Breakdown (mechanical) of urinary sphincter implant, init","996.39","Malfunc gu dev/graft NEC","1","0","0","0","0","Breakdown (mechanical) of implanted urinary sphincter, init","Malfunc gu dev/graft NEC","1","0","0","0","0"
"T83.112A","Breakdown (mechanical) of urinary stent, initial encounter","996.39","Malfunc gu dev/graft NEC","1","0","0","0","0","Breakdown (mechanical) of indwelling ureteral stent, init","Malfunc gu dev/graft NEC","1","0","0","0","0"
"T83.121A","Displacement of urinary sphincter implant, initial encounter","996.39","Malfunc gu dev/graft NEC","1","0","0","0","0","Displacement of implanted urinary sphincter, init","Malfunc gu dev/graft NEC","1","0","0","0","0"
"T83.122A","Displacement of urinary stent, initial encounter","996.39","Malfunc gu dev/graft NEC","1","0","0","0","0","Displacement of indwelling ureteral stent, initial encounter","Malfunc gu dev/graft NEC","1","0","0","0","0"
"T83.191A","Mech compl of urinary sphincter implant, initial encounter","996.39","Malfunc gu dev/graft NEC","1","0","0","0","0","Mech compl of implanted urinary sphincter, initial encounter","Malfunc gu dev/graft NEC","1","0","0","0","0"
"T83.192A","Mech compl of urinary stent, initial encounter","996.39","Malfunc gu dev/graft NEC","1","0","0","0","0","Mech compl of indwelling ureteral stent, initial encounter","Malfunc gu dev/graft NEC","1","0","0","0","0"
"T83.410A","Breakdown of penile (implanted) prosthesis, init","996.39","Malfunc gu dev/graft NEC","1","0","0","0","0","Breakdown (mechanical) of implanted penile prosthesis, init","Malfunc gu dev/graft NEC","1","0","0","0","0"
"T83.420A","Displacement of penile (implanted) prosthesis, init encntr","996.39","Malfunc gu dev/graft NEC","1","0","0","0","0","Displacement of implanted penile prosthesis, init","Malfunc gu dev/graft NEC","1","0","0","0","0"
"T83.490A","Mech compl of penile (implanted) prosthesis, init encntr","996.39","Malfunc gu dev/graft NEC","1","0","0","0","0","Mech compl of implanted penile prosthesis, initial encounter","Malfunc gu dev/graft NEC","1","0","0","0","0"
"T83.718A","Erosion of implanted prstht mtrl to surrnd org/tiss, init","996.39","Malfunc gu dev/graft NEC","1","0","0","0","0","Erosion of other implanted mesh to organ or tissue, init","Malfunc gu dev/graft NEC","1","0","0","0","0"
"T83.728A","Exposure of implanted prstht mtrl to surrnd org/tiss, init","996.39","Malfunc gu dev/graft NEC","1","0","0","0","0","Exposure of other implanted mesh into organ or tissue, init","Malfunc gu dev/graft NEC","1","0","0","0","0"
"T85.610A","Breakdown of epidural and subdural infusion catheter, init","996.59","Malfunc oth device/graft","1","0","0","0","0","Breakdown of cranial or spinal infusion catheter, init","Malfunc oth device/graft","1","0","0","0","0"
"T85.620A","Displacmnt of epidural and subdural infusion catheter, init","996.59","Malfunc oth device/graft","1","0","0","0","0","Displacement of cranial or spinal infusion catheter, init","Malfunc oth device/graft","1","0","0","0","0"
"T85.630A","Leakage of epidural and subdural infusion catheter, init","996.59","Malfunc oth device/graft","1","0","0","0","0","Leakage of cranial or spinal infusion catheter, init","Malfunc oth device/graft","1","0","0","0","0"
"T85.690A","Mech compl of epidural and subdural infusion catheter, init","996.59","Malfunc oth device/graft","1","0","0","0","0","Mech compl of cranial or spinal infusion catheter, init","Malfunc oth device/graft","1","0","0","0","0"
"T82.817A","Embolism of cardiac prosth dev/grft, init","996.71","Comp-heart valve prosth","1","0","0","0","0","Embolism due to cardiac prosth dev/grft, initial encounter","Comp-heart valve prosth","1","0","0","0","0"
"T82.827A","Fibrosis of cardiac prosth dev/grft, init","996.71","Comp-heart valve prosth","1","0","0","0","0","Fibrosis due to cardiac prosth dev/grft, initial encounter","Comp-heart valve prosth","1","0","0","0","0"
"T82.837A","Hemorrhage of cardiac prosth dev/grft, init","996.71","Comp-heart valve prosth","1","0","0","0","0","Hemorrhage due to cardiac prosth dev/grft, initial encounter","Comp-heart valve prosth","1","0","0","0","0"
"T82.847A","Pain from cardiac prosth dev/grft, init","996.71","Comp-heart valve prosth","1","0","0","0","0","Pain due to cardiac prosth dev/grft, initial encounter","Comp-heart valve prosth","1","0","0","0","0"
"T82.857A","Stenosis of cardiac prosth dev/grft, init","996.71","Comp-heart valve prosth","1","0","0","0","0","Stenosis of other cardiac prosth dev/grft, initial encounter","Comp-heart valve prosth","1","0","0","0","0"
"T82.867A","Thrombosis of cardiac prosth dev/grft, init","996.71","Comp-heart valve prosth","1","0","0","0","0","Thrombosis due to cardiac prosth dev/grft, initial encounter","Comp-heart valve prosth","1","0","0","0","0"
"T82.817A","Embolism of cardiac prosth dev/grft, init","996.72","Comp-oth cardiac device","1","0","0","0","0","Embolism due to cardiac prosth dev/grft, initial encounter","Comp-oth cardiac device","1","0","0","0","0"
"T82.827A","Fibrosis of cardiac prosth dev/grft, init","996.72","Comp-oth cardiac device","1","0","0","0","0","Fibrosis due to cardiac prosth dev/grft, initial encounter","Comp-oth cardiac device","1","0","0","0","0"
"T82.837A","Hemorrhage of cardiac prosth dev/grft, init","996.72","Comp-oth cardiac device","1","0","0","0","0","Hemorrhage due to cardiac prosth dev/grft, initial encounter","Comp-oth cardiac device","1","0","0","0","0"
"T82.847A","Pain from cardiac prosth dev/grft, init","996.72","Comp-oth cardiac device","1","0","0","0","0","Pain due to cardiac prosth dev/grft, initial encounter","Comp-oth cardiac device","1","0","0","0","0"
"T82.857A","Stenosis of cardiac prosth dev/grft, init","996.72","Comp-oth cardiac device","1","0","0","0","0","Stenosis of other cardiac prosth dev/grft, initial encounter","Comp-oth cardiac device","1","0","0","0","0"
"T82.867A","Thrombosis of cardiac prosth dev/grft, init","996.72","Comp-oth cardiac device","1","0","0","0","0","Thrombosis due to cardiac prosth dev/grft, initial encounter","Comp-oth cardiac device","1","0","0","0","0"
"T82.818A","Embolism of vascular prosth dev/grft, init","996.73","Comp-ren dialys dev/grft","1","0","0","0","0","Embolism due to vascular prosth dev/grft, initial encounter","Comp-ren dialys dev/grft","1","0","0","0","0"
"T82.828A","Fibrosis of vascular prosth dev/grft, init","996.73","Comp-ren dialys dev/grft","1","0","0","0","0","Fibrosis due to vascular prosth dev/grft, initial encounter","Comp-ren dialys dev/grft","1","0","0","0","0"
"T82.838A","Hemorrhage of vascular prosth dev/grft, init","996.73","Comp-ren dialys dev/grft","1","0","0","0","0","Hemorrhage due to vascular prosth dev/grft, init","Comp-ren dialys dev/grft","1","0","0","0","0"
"T82.848A","Pain from vascular prosth dev/grft, init","996.73","Comp-ren dialys dev/grft","1","0","0","0","0","Pain due to vascular prosth dev/grft, initial encounter","Comp-ren dialys dev/grft","1","0","0","0","0"
"T82.858A","Stenosis of vascular prosth dev/grft, init","996.73","Comp-ren dialys dev/grft","1","0","0","0","0","Stenosis of other vascular prosth dev/grft, init","Comp-ren dialys dev/grft","1","0","0","0","0"
"T82.868A","Thrombosis of vascular prosth dev/grft, init","996.73","Comp-ren dialys dev/grft","1","0","0","0","0","Thrombosis due to vascular prosth dev/grft, init","Comp-ren dialys dev/grft","1","0","0","0","0"
"T82.818A","Embolism of vascular prosth dev/grft, init","996.74","Comp-oth vasc dev/graft","1","0","0","0","0","Embolism due to vascular prosth dev/grft, initial encounter","Comp-oth vasc dev/graft","1","0","0","0","0"
"T82.828A","Fibrosis of vascular prosth dev/grft, init","996.74","Comp-oth vasc dev/graft","1","0","0","0","0","Fibrosis due to vascular prosth dev/grft, initial encounter","Comp-oth vasc dev/graft","1","0","0","0","0"
"T82.838A","Hemorrhage of vascular prosth dev/grft, init","996.74","Comp-oth vasc dev/graft","1","0","0","0","0","Hemorrhage due to vascular prosth dev/grft, init","Comp-oth vasc dev/graft","1","0","0","0","0"
"T82.848A","Pain from vascular prosth dev/grft, init","996.74","Comp-oth vasc dev/graft","1","0","0","0","0","Pain due to vascular prosth dev/grft, initial encounter","Comp-oth vasc dev/graft","1","0","0","0","0"
"T82.858A","Stenosis of vascular prosth dev/grft, init","996.74","Comp-oth vasc dev/graft","1","0","0","0","0","Stenosis of other vascular prosth dev/grft, init","Comp-oth vasc dev/graft","1","0","0","0","0"
"T82.868A","Thrombosis of vascular prosth dev/grft, init","996.74","Comp-oth vasc dev/graft","1","0","0","0","0","Thrombosis due to vascular prosth dev/grft, init","Comp-oth vasc dev/graft","1","0","0","0","0"
"T83.81XA","Embolism of genitourinary prosth dev/grft, init","996.76","Comp-genitourin dev/grft","1","0","0","0","0","Embolism due to genitourinary prosth dev/grft, init","Comp-genitourin dev/grft","1","0","0","0","0"
"T83.82XA","Fibrosis of genitourinary prosth dev/grft, init","996.76","Comp-genitourin dev/grft","1","0","0","0","0","Fibrosis due to genitourinary prosth dev/grft, init","Comp-genitourin dev/grft","1","0","0","0","0"
"T83.83XA","Hemorrhage of genitourinary prosth dev/grft, init","996.76","Comp-genitourin dev/grft","1","0","0","0","0","Hemorrhage due to genitourinary prosth dev/grft, init","Comp-genitourin dev/grft","1","0","0","0","0"
"T83.84XA","Pain from genitourinary prosth dev/grft, init","996.76","Comp-genitourin dev/grft","1","0","0","0","0","Pain due to genitourinary prosth dev/grft, initial encounter","Comp-genitourin dev/grft","1","0","0","0","0"
"T83.85XA","Stenosis of genitourinary prosth dev/grft, init","996.76","Comp-genitourin dev/grft","1","0","0","0","0","Stenosis due to genitourinary prosth dev/grft, init","Comp-genitourin dev/grft","1","0","0","0","0"
"T83.86XA","Thrombosis of genitourinary prosth dev/grft, init","996.76","Comp-genitourin dev/grft","1","0","0","0","0","Thrombosis due to genitourinary prosth dev/grft, init","Comp-genitourin dev/grft","1","0","0","0","0"
"I97.820","Postprocedural cerebvasc infarction during cardiac surgery","997.02","Iatrogen CV infarc/hmrhg","1","0","0","0","0","Postproc cerebvasc infarction following cardiac surgery","Iatrogen CV infarc/hmrhg","1","0","0","0","0"
"I97.821","Postprocedural cerebrovascular infarction during oth surgery","997.02","Iatrogen CV infarc/hmrhg","1","0","0","0","0","Postprocedural cerebvasc infarction following other surgery","Iatrogen CV infarc/hmrhg","1","0","0","0","0"
"N99.520","Hemorrhage of other external stoma of urinary tract","997.5","Surg compl-urinary tract","1","0","0","0","0","Hemorrhage of incontinent external stoma of urinary tract","Surg compl-urinary tract","1","0","0","0","0"
"N99.521","Infection of other external stoma of urinary tract","997.5","Surg compl-urinary tract","1","0","0","0","0","Infection of incontinent external stoma of urinary tract","Surg compl-urinary tract","1","0","0","0","0"
"N99.522","Malfunction of other external stoma of urinary tract","997.5","Surg compl-urinary tract","1","0","0","0","0","Malfunction of incontinent external stoma of urinary tract","Surg compl-urinary tract","1","0","0","0","0"
"N99.528","Other complication of other external stoma of urinary tract","997.5","Surg compl-urinary tract","1","0","0","0","0","Other comp of incontinent external stoma of urinary tract","Surg compl-urinary tract","1","0","0","0","0"
"N99.530","Hemorrhage of other stoma of urinary tract","997.5","Surg compl-urinary tract","1","0","0","0","0","Hemorrhage of continent stoma of urinary tract","Surg compl-urinary tract","1","0","0","0","0"
"N99.531","Infection of other stoma of urinary tract","997.5","Surg compl-urinary tract","1","0","0","0","0","Infection of continent stoma of urinary tract","Surg compl-urinary tract","1","0","0","0","0"
"N99.532","Malfunction of other stoma of urinary tract","997.5","Surg compl-urinary tract","1","0","0","0","0","Malfunction of continent stoma of urinary tract","Surg compl-urinary tract","1","0","0","0","0"
"N99.538","Other complication of other stoma of urinary tract","997.5","Surg compl-urinary tract","1","0","0","0","0","Other complication of continent stoma of urinary tract","Surg compl-urinary tract","1","0","0","0","0"
"D78.21","Postprocedural hemor/hemtom of the spleen fol proc on spleen","998.11","Hemorrhage complic proc","1","0","0","0","0","Postprocedural hemorrhage of the spleen fol proc on spleen","Hemorrhage complic proc","1","0","0","0","0"
"D78.22","Postproc hemor/hemtom of the spleen following oth procedure","998.11","Hemorrhage complic proc","1","0","0","0","0","Postproc hemorrhage of the spleen following other procedure","Hemorrhage complic proc","1","0","0","0","0"
"G97.51","Postproc hemor/hemtom of a nrv sys org fol a nrv sys proc","998.11","Hemorrhage complic proc","1","0","0","0","0","Postproc hemor of a nervous sys org fol a nervous sys proc","Hemorrhage complic proc","1","0","0","0","0"
"G97.52","Postproc hemor/hemtom of a nervous sys org fol oth procedure","998.11","Hemorrhage complic proc","1","0","0","0","0","Postproc hemor of a nervous sys org fol other procedure","Hemorrhage complic proc","1","0","0","0","0"
"H59.311","Postproc hemor/hemtom of r eye and adnexa fol an opth proc","998.11","Hemorrhage complic proc","1","0","0","0","0","Postproc hemor of right eye and adnexa fol an opth procedure","Hemorrhage complic proc","1","0","0","0","0"
"H59.312","Postproc hemor/hemtom of l eye and adnexa fol an opth proc","998.11","Hemorrhage complic proc","1","0","0","0","0","Postproc hemor of left eye and adnexa fol an opth procedure","Hemorrhage complic proc","1","0","0","0","0"
"H59.313","Postproc hemor/hemtom of eye and adnexa fol an opth proc, bi","998.11","Hemorrhage complic proc","1","0","0","0","0","Postproc hemor of eye and adnexa fol an opth procedure, bi","Hemorrhage complic proc","1","0","0","0","0"
"H59.319","Postproc hemor/hemtom of unsp eye and adnx fol an opth proc","998.11","Hemorrhage complic proc","1","0","0","0","0","Postproc hemor of unsp and adnexa fol an opth procedure","Hemorrhage complic proc","1","0","0","0","0"
"H59.321","Postproc hemor/hemtom of right eye and adnexa fol oth proc","998.11","Hemorrhage complic proc","1","0","0","0","0","Postproc hemor of right eye and adnexa fol other procedure","Hemorrhage complic proc","1","0","0","0","0"
"H59.322","Postproc hemor/hemtom of left eye and adnexa fol oth proc","998.11","Hemorrhage complic proc","1","0","0","0","0","Postproc hemor of left eye and adnexa fol other procedure","Hemorrhage complic proc","1","0","0","0","0"
"H59.323","Postproc hemor/hemtom of eye and adnexa fol oth proc, bi","998.11","Hemorrhage complic proc","1","0","0","0","0","Postproc hemor of eye and adnexa fol other procedure, bi","Hemorrhage complic proc","1","0","0","0","0"
"H59.329","Postproc hemor/hemtom of unsp eye and adnexa fol oth proc","998.11","Hemorrhage complic proc","1","0","0","0","0","Postproc hemor of unsp and adnexa following other procedure","Hemorrhage complic proc","1","0","0","0","0"
"H95.41","Postproc hemor/hemtom of ear/mastd fol proc on ear/mastd","998.11","Hemorrhage complic proc","1","0","0","0","0","Postprocedural hemorrhage of ear/mastd fol proc on ear/mastd","Hemorrhage complic proc","1","0","0","0","0"
"H95.42","Postproc hemor/hemtom of ear/mastd following oth procedure","998.11","Hemorrhage complic proc","1","0","0","0","0","Postproc hemorrhage of ear/mastd following other procedure","Hemorrhage complic proc","1","0","0","0","0"
"I97.610","Postproc hemor/hemtom of a circ sys org fol a cardiac cath","998.11","Hemorrhage complic proc","1","0","0","0","0","Postproc hemor of a circ sys org following a cardiac cath","Hemorrhage complic proc","1","0","0","0","0"
"I97.611","Postproc hemor/hemtom of a circ sys org fol cardiac bypass","998.11","Hemorrhage complic proc","1","0","0","0","0","Postproc hemor of a circ sys org following cardiac bypass","Hemorrhage complic proc","1","0","0","0","0"
"I97.618","Postproc hemor/hemtom of circ sys org fol oth circ sys proc","998.11","Hemorrhage complic proc","1","0","0","0","0","Postproc hemor of a circ sys org fol other circ sys proc","Hemorrhage complic proc","1","0","0","0","0"
"J95.830","Postproc hemor/hemtom of a resp sys org fol a resp sys proc","998.11","Hemorrhage complic proc","1","0","0","0","0","Postproc hemor of a resp sys org fol a resp sys procedure","Hemorrhage complic proc","1","0","0","0","0"
"J95.831","Postproc hemor/hemtom of a resp sys org fol oth procedure","998.11","Hemorrhage complic proc","1","0","0","0","0","Postproc hemor of a resp sys org following other procedure","Hemorrhage complic proc","1","0","0","0","0"
"K91.840","Postproc hemor/hemtom of dgstv sys org fol a dgstv sys proc","998.11","Hemorrhage complic proc","1","0","0","0","0","Postproc hemor of a dgstv sys org fol a dgstv sys procedure","Hemorrhage complic proc","1","0","0","0","0"
"K91.841","Postproc hemor/hemtom of a dgstv sys org fol oth procedure","998.11","Hemorrhage complic proc","1","0","0","0","0","Postproc hemor of a dgstv sys org following other procedure","Hemorrhage complic proc","1","0","0","0","0"
"L76.21","Postproc hemor/hemtom of skin, subcu fol a dermatologic proc","998.11","Hemorrhage complic proc","1","0","0","0","0","Postproc hemor of skin, subcu fol a dermatologic procedure","Hemorrhage complic proc","1","0","0","0","0"
"L76.22","Postproc hemor/hemtom of skin, subcu following oth procedure","998.11","Hemorrhage complic proc","1","0","0","0","0","Postproc hemorrhage of skin, subcu following other procedure","Hemorrhage complic proc","1","0","0","0","0"
"M96.830","Postproc hemor/hemtom of a ms structure fol a ms sys proc","998.11","Hemorrhage complic proc","1","0","0","0","0","Postproc hemor of a ms structure fol a ms sys procedure","Hemorrhage complic proc","1","0","0","0","0"
"M96.831","Postproc hemor/hemtom of a ms structure fol oth procedure","998.11","Hemorrhage complic proc","1","0","0","0","0","Postproc hemor of a ms structure following other procedure","Hemorrhage complic proc","1","0","0","0","0"
"N99.820","Postproc hemor/hemtom of a GU sys org fol a GU sys procedure","998.11","Hemorrhage complic proc","1","0","0","0","0","Postproc hemor of a GU sys org following a GU sys procedure","Hemorrhage complic proc","1","0","0","0","0"
"N99.821","Postproc hemor/hemtom of a GU sys org fol oth procedure","998.11","Hemorrhage complic proc","1","0","0","0","0","Postproc hemor of a GU sys org following other procedure","Hemorrhage complic proc","1","0","0","0","0"
"O09.10","Suprvsn of preg w history of ectopic or molar preg, unsp tri","V23.1","Preg w hx-trophoblas dis","1","0","0","0","0","Suprvsn of preg with history of ectopic preg, unsp trimester","Preg w hx-trophoblas dis","1","0","0","0","0"
"O09.11","Suprvsn of preg w history of ect or molar preg, first tri","V23.1","Preg w hx-trophoblas dis","1","0","0","0","0","Suprvsn of preg with history of ectopic preg, first tri","Preg w hx-trophoblas dis","1","0","0","0","0"
"O09.12","Suprvsn of preg w history of ect or molar preg, second tri","V23.1","Preg w hx-trophoblas dis","1","0","0","0","0","Suprvsn of preg with history of ectopic preg, second tri","Preg w hx-trophoblas dis","1","0","0","0","0"
"O09.13","Suprvsn of preg w history of ect or molar preg, third tri","V23.1","Preg w hx-trophoblas dis","1","0","0","0","0","Suprvsn of preg with history of ectopic preg, third tri","Preg w hx-trophoblas dis","1","0","0","0","0"
"O09.10","Suprvsn of preg w history of ectopic or molar preg, unsp tri","V23.42","Preg w hx ectopic preg","1","0","0","0","0","Suprvsn of preg with history of ectopic preg, unsp trimester","Preg w hx ectopic preg","1","0","0","0","0"
"O09.11","Suprvsn of preg w history of ect or molar preg, first tri","V23.42","Preg w hx ectopic preg","1","0","0","0","0","Suprvsn of preg with history of ectopic preg, first tri","Preg w hx ectopic preg","1","0","0","0","0"
"O09.12","Suprvsn of preg w history of ect or molar preg, second tri","V23.42","Preg w hx ectopic preg","1","0","0","0","0","Suprvsn of preg with history of ectopic preg, second tri","Preg w hx ectopic preg","1","0","0","0","0"
"O09.13","Suprvsn of preg w history of ect or molar preg, third tri","V23.42","Preg w hx ectopic preg","1","0","0","0","0","Suprvsn of preg with history of ectopic preg, third tri","Preg w hx ectopic preg","1","0","0","0","0"
"S49.031D","Sltr-haris Type III physl fx upr end humer, r arm, 7thD","V54.11","Aftrcare traum fx up arm","1","0","0","0","0","Sltr-haris Type III physl fx upper end humer, r arm, 7thD","Aftrcare traum fx up arm","1","0","0","0","0"
"S49.031G","Sltr-haris Type III physl fx upr end humer, r arm, 7thG","V54.11","Aftrcare traum fx up arm","1","0","0","0","0","Sltr-haris Type III physl fx upper end humer, r arm, 7thG","Aftrcare traum fx up arm","1","0","0","0","0"
"S49.032D","Sltr-haris Type III physl fx upr end humer, l arm, 7thD","V54.11","Aftrcare traum fx up arm","1","0","0","0","0","Sltr-haris Type III physl fx upper end humer, left arm, 7thD","Aftrcare traum fx up arm","1","0","0","0","0"
"S49.032G","Sltr-haris Type III physl fx upr end humer, l arm, 7thG","V54.11","Aftrcare traum fx up arm","1","0","0","0","0","Sltr-haris Type III physl fx upper end humer, left arm, 7thG","Aftrcare traum fx up arm","1","0","0","0","0"
"S49.039D","Sltr-haris Type III physl fx upr end humer, unsp arm, 7thD","V54.11","Aftrcare traum fx up arm","1","0","0","0","0","Sltr-haris Type III physl fx upper end humer, unsp arm, 7thD","Aftrcare traum fx up arm","1","0","0","0","0"
"S49.039G","Sltr-haris Type III physl fx upr end humer, unsp arm, 7thG","V54.11","Aftrcare traum fx up arm","1","0","0","0","0","Sltr-haris Type III physl fx upper end humer, unsp arm, 7thG","Aftrcare traum fx up arm","1","0","0","0","0"
"S49.131D","Sltr-haris Type III physl fx low end humer, r arm, 7thD","V54.11","Aftrcare traum fx up arm","1","0","0","0","0","Sltr-haris Type III physl fx low end humer, right arm, 7thD","Aftrcare traum fx up arm","1","0","0","0","0"
"S49.131G","Sltr-haris Type III physl fx low end humer, r arm, 7thG","V54.11","Aftrcare traum fx up arm","1","0","0","0","0","Sltr-haris Type III physl fx low end humer, right arm, 7thG","Aftrcare traum fx up arm","1","0","0","0","0"
"S49.132D","Sltr-haris Type III physl fx low end humer, l arm, 7thD","V54.11","Aftrcare traum fx up arm","1","0","0","0","0","Sltr-haris Type III physl fx lower end humer, left arm, 7thD","Aftrcare traum fx up arm","1","0","0","0","0"
"S49.132G","Sltr-haris Type III physl fx low end humer, l arm, 7thG","V54.11","Aftrcare traum fx up arm","1","0","0","0","0","Sltr-haris Type III physl fx lower end humer, left arm, 7thG","Aftrcare traum fx up arm","1","0","0","0","0"
"S49.139D","Sltr-haris Type III physl fx low end humer, unsp arm, 7thD","V54.11","Aftrcare traum fx up arm","1","0","0","0","0","Sltr-haris Type III physl fx lower end humer, unsp arm, 7thD","Aftrcare traum fx up arm","1","0","0","0","0"
"S49.139G","Sltr-haris Type III physl fx low end humer, unsp arm, 7thG","V54.11","Aftrcare traum fx up arm","1","0","0","0","0","Sltr-haris Type III physl fx lower end humer, unsp arm, 7thG","Aftrcare traum fx up arm","1","0","0","0","0"
"S02.110D","Type I occipital condyle fracture, subs for fx w routn heal","V54.19","Aftrce traum fx bone NEC","1","0","0","0","0","Type I occipital condyle fracture, unspecified side, 7thD","Aftrce traum fx bone NEC","1","0","0","0","0"
"S02.110G","Type I occipital condyle fracture, subs for fx w delay heal","V54.19","Aftrce traum fx bone NEC","1","0","0","0","0","Type I occipital condyle fracture, unspecified side, 7thG","Aftrce traum fx bone NEC","1","0","0","0","0"
"S02.111D","Type II occipital condyle fracture, subs for fx w routn heal","V54.19","Aftrce traum fx bone NEC","1","0","0","0","0","Type II occipital condyle fracture, unspecified side, 7thD","Aftrce traum fx bone NEC","1","0","0","0","0"
"S02.111G","Type II occipital condyle fracture, subs for fx w delay heal","V54.19","Aftrce traum fx bone NEC","1","0","0","0","0","Type II occipital condyle fracture, unspecified side, 7thG","Aftrce traum fx bone NEC","1","0","0","0","0"
"S02.112D","Type III occipital condyle fx, subs for fx w routn heal","V54.19","Aftrce traum fx bone NEC","1","0","0","0","0","Type III occipital condyle fracture, unspecified side, 7thD","Aftrce traum fx bone NEC","1","0","0","0","0"
"S02.112G","Type III occipital condyle fx, subs for fx w delay heal","V54.19","Aftrce traum fx bone NEC","1","0","0","0","0","Type III occipital condyle fracture, unspecified side, 7thG","Aftrce traum fx bone NEC","1","0","0","0","0"
"S02.118D","Oth fracture of occiput, subs for fx w routn heal","V54.19","Aftrce traum fx bone NEC","1","0","0","0","0","Other fracture of occiput, unspecified side, 7thD","Aftrce traum fx bone NEC","1","0","0","0","0"
"S02.118G","Oth fracture of occiput, subs for fx w delay heal","V54.19","Aftrce traum fx bone NEC","1","0","0","0","0","Other fracture of occiput, unspecified side, 7thG","Aftrce traum fx bone NEC","1","0","0","0","0"
"S02.400D","Malar fracture unsp, subs for fx w routn heal","V54.19","Aftrce traum fx bone NEC","1","0","0","0","0","Malar fracture, unspecified side, 7thD","Aftrce traum fx bone NEC","1","0","0","0","0"
"S02.400G","Malar fracture unsp, subs for fx w delay heal","V54.19","Aftrce traum fx bone NEC","1","0","0","0","0","Malar fracture, unspecified side, 7thG","Aftrce traum fx bone NEC","1","0","0","0","0"
"S02.401D","Maxillary fracture, unsp, subs for fx w routn heal","V54.19","Aftrce traum fx bone NEC","1","0","0","0","0","Maxillary fracture, unspecified side, 7thD","Aftrce traum fx bone NEC","1","0","0","0","0"
"S02.401G","Maxillary fracture, unsp, subs for fx w delay heal","V54.19","Aftrce traum fx bone NEC","1","0","0","0","0","Maxillary fracture, unspecified side, 7thG","Aftrce traum fx bone NEC","1","0","0","0","0"
"S02.402D","Zygomatic fracture, unsp, subs for fx w routn heal","V54.19","Aftrce traum fx bone NEC","1","0","0","0","0","Zygomatic fracture, unspecified side, 7thD","Aftrce traum fx bone NEC","1","0","0","0","0"
"S02.402G","Zygomatic fracture, unsp, subs for fx w delay heal","V54.19","Aftrce traum fx bone NEC","1","0","0","0","0","Zygomatic fracture, unspecified side, 7thG","Aftrce traum fx bone NEC","1","0","0","0","0"
"S02.600D","Fx unsp part of body of mandible, subs for fx w routn heal","V54.19","Aftrce traum fx bone NEC","1","0","0","0","0","Fx unsp part of body of mandible, unspecified side, 7thD","Aftrce traum fx bone NEC","1","0","0","0","0"
"S02.600G","Fx unsp part of body of mandible, subs for fx w delay heal","V54.19","Aftrce traum fx bone NEC","1","0","0","0","0","Fx unsp part of body of mandible, unspecified side, 7thG","Aftrce traum fx bone NEC","1","0","0","0","0"
"S54.8X1D","Unsp injury of oth nerves at forearm level, right arm, subs","V58.89","Other specfied aftercare","1","0","0","0","0","Injury of other nerves at forearm level, right arm, subs","Other specfied aftercare","1","0","0","0","0"
"S54.8X2D","Unsp injury of oth nerves at forearm level, left arm, subs","V58.89","Other specfied aftercare","1","0","0","0","0","Injury of other nerves at forearm level, left arm, subs","Other specfied aftercare","1","0","0","0","0"
