ICD9,ICD9_Desc,ICD10,ICD10_Desc,APPROX,NOMAP,COMBO,SCENARIO,CHOICE,OBSOLETE
832.10,Dislocat elbow NOS-open,S53.006A,"Unsp dislocation of unspecified radial head, init encntr",1,0,1,1,1,0
832.10,Dislocat elbow NOS-open,S53.106A,"Unsp dislocation of unsp ulnohumeral joint, init encntr",1,0,1,1,1,0
832.11,Ant disloc elbow-open,S51.009A,"Unspecified open wound of unspecified elbow, init encntr",1,0,1,1,2,0
832.11,Ant disloc elbow-open,S53.016A,"Anterior dislocation of unspecified radial head, init encntr",1,0,1,1,1,0
832.11,Ant disloc elbow-open,S53.116A,"Anterior dislocation of unsp ulnohumeral joint, init encntr",1,0,1,1,1,0
832.12,Post disloc elbow-open,S51.009A,"Unspecified open wound of unspecified elbow, init encntr",1,0,1,1,2,0
832.12,Post disloc elbow-open,S53.026A,"Posterior dislocation of unsp radial head, init encntr",1,0,1,1,1,0
832.13,Med disloc elbow-open,S51.009A,"Unspecified open wound of unspecified elbow, init encntr",1,0,1,1,2,0
832.13,Med disloc elbow-open,S53.136A,"Medial dislocation of unsp ulnohumeral joint, init encntr",1,0,1,1,1,0
832.14,Lat dislocat elbow-open,S51.009A,"Unspecified open wound of unspecified elbow, init encntr",1,0,1,1,2,0
832.14,Lat dislocat elbow-open,S53.146A,"Lateral dislocation of unsp ulnohumeral joint, init encntr",1,0,1,1,1,0
832.19,Dislocat elbow NEC-open,S51.009A,"Unspecified open wound of unspecified elbow, init encntr",1,0,1,1,2,0
832.19,Dislocat elbow NEC-open,S53.096A,"Other dislocation of unspecified radial head, init encntr",1,0,1,1,1,0
832.19,Dislocat elbow NEC-open,S53.196A,"Other dislocation of unsp ulnohumeral joint, init encntr",1,0,1,1,1,0
832.2,Nursemaid's elbow,S53.033A,"Nursemaid's elbow, unspecified elbow, initial encounter",1,0,0,0,0,0
833.00,Disloc wrist NOS-closed,S63.006A,"Unsp dislocation of unspecified wrist and hand, init encntr",1,0,0,0,0,0
833.01,Disloc dist radiouln-cl,S63.016A,"Dislocation of distal radioulnar joint of unsp wrist, init",1,0,0,0,0,0
833.02,Disloc radiocarpal-clos,S63.026A,"Dislocation of radiocarpal joint of unsp wrist, init encntr",1,0,0,0,0,0
833.03,Disloca midcarpal-closed,S63.036A,"Dislocation of midcarpal joint of unsp wrist, init encntr",1,0,0,0,0,0
833.04,Disloc carpometacarp-cl,S63.056A,"Dislocation of oth carpometacarpal joint of unsp hand, init",1,0,0,0,0,0
833.05,Disloc metacarpal-closed,S63.066A,"Disloc of metacarpal (bone), proximal end of unsp hand, init",1,0,0,0,0,0
833.09,Disloc wrist NEC-closed,S63.076A,"Dislocation of distal end of unspecified ulna, init encntr",1,0,0,0,0,0
833.09,Disloc wrist NEC-closed,S63.096A,"Other dislocation of unspecified wrist and hand, init encntr",1,0,0,0,0,0
833.10,Dislocat wrist NOS-open,S61.509A,"Unspecified open wound of unspecified wrist, init encntr",1,0,1,1,2,0
833.10,Dislocat wrist NOS-open,S63.006A,"Unsp dislocation of unspecified wrist and hand, init encntr",1,0,1,1,1,0
833.11,Disloc dist radiouln-opn,S61.509A,"Unspecified open wound of unspecified wrist, init encntr",1,0,1,1,2,0
833.11,Disloc dist radiouln-opn,S63.016A,"Dislocation of distal radioulnar joint of unsp wrist, init",1,0,1,1,1,0
833.12,Disloc radiocarpal-open,S61.509A,"Unspecified open wound of unspecified wrist, init encntr",1,0,1,1,2,0
833.12,Disloc radiocarpal-open,S63.026A,"Dislocation of radiocarpal joint of unsp wrist, init encntr",1,0,1,1,1,0
833.13,Dislocat midcarpal-open,S61.509A,"Unspecified open wound of unspecified wrist, init encntr",1,0,1,1,2,0
833.13,Dislocat midcarpal-open,S63.036A,"Dislocation of midcarpal joint of unsp wrist, init encntr",1,0,1,1,1,0
833.14,Disloc carpometacarp-opn,S61.509A,"Unspecified open wound of unspecified wrist, init encntr",1,0,1,1,2,0
833.14,Disloc carpometacarp-opn,S63.046A,"Dislocation of carpometacarpal joint of unsp thumb, init",1,0,1,1,1,0
833.14,Disloc carpometacarp-opn,S63.056A,"Dislocation of oth carpometacarpal joint of unsp hand, init",1,0,1,1,1,0
833.15,Dislocat metacarpal-open,S61.509A,"Unspecified open wound of unspecified wrist, init encntr",1,0,1,1,2,0
833.15,Dislocat metacarpal-open,S63.066A,"Disloc of metacarpal (bone), proximal end of unsp hand, init",1,0,1,1,1,0
833.19,Dislocat wrist NEC-open,S61.509A,"Unspecified open wound of unspecified wrist, init encntr",1,0,1,1,2,0
833.19,Dislocat wrist NEC-open,S63.076A,"Dislocation of distal end of unspecified ulna, init encntr",1,0,1,1,1,0
833.19,Dislocat wrist NEC-open,S63.096A,"Other dislocation of unspecified wrist and hand, init encntr",1,0,1,1,1,0
834.00,Disl finger NOS-closed,S63.106A,"Unspecified dislocation of unspecified thumb, init encntr",1,0,0,0,0,0
834.00,Disl finger NOS-closed,S63.259A,"Unspecified dislocation of unspecified finger, init encntr",1,0,0,0,0,0
834.01,Disloc metacarpophaln-cl,S63.116A,"Dislocation of metacarpophalangeal joint of unsp thumb, init",1,0,0,0,0,0
834.01,Disloc metacarpophaln-cl,S63.269A,"Dislocation of MCP joint of unsp finger, init",1,0,0,0,0,0
834.02,Disl interphaln hand-cl,S63.126A,"Dislocation of unsp interphalangeal joint of thmb, init",1,0,0,0,0,0
834.02,Disl interphaln hand-cl,S63.279A,"Dislocation of unsp interphaln joint of unsp finger, init",1,0,0,0,0,0
834.02,Disl interphaln hand-cl,S63.289A,"Disloc of proximal interphaln joint of unsp finger, init",1,0,0,0,0,0
834.02,Disl interphaln hand-cl,S63.299A,"Dislocation of distal interphaln joint of unsp finger, init",1,0,0,0,0,0
834.10,Disloc finger NOS-open,S61.009A,"Unsp open wound of unsp thumb w/o damage to nail, init",1,0,1,1,2,0
834.10,Disloc finger NOS-open,S61.209A,"Unsp open wound of unsp finger w/o damage to nail, init",1,0,1,2,2,0
834.10,Disloc finger NOS-open,S63.106A,"Unspecified dislocation of unspecified thumb, init encntr",1,0,1,1,1,0
834.10,Disloc finger NOS-open,S63.259A,"Unspecified dislocation of unspecified finger, init encntr",1,0,1,2,1,0
834.11,Disl metacarpophalan-opn,S61.409A,"Unspecified open wound of unspecified hand, init encntr",1,0,1,1,2,0
834.11,Disl metacarpophalan-opn,S63.116A,"Dislocation of metacarpophalangeal joint of unsp thumb, init",1,0,1,1,1,0
834.11,Disl metacarpophalan-opn,S63.269A,"Dislocation of MCP joint of unsp finger, init",1,0,1,1,1,0
834.12,Disl interphaln hand-opn,S61.009A,"Unsp open wound of unsp thumb w/o damage to nail, init",1,0,1,1,2,0
834.12,Disl interphaln hand-opn,S61.209A,"Unsp open wound of unsp finger w/o damage to nail, init",1,0,1,2,2,0
834.12,Disl interphaln hand-opn,S63.126A,"Dislocation of unsp interphalangeal joint of thmb, init",1,0,1,1,1,0
834.12,Disl interphaln hand-opn,S63.279A,"Dislocation of unsp interphaln joint of unsp finger, init",1,0,1,2,1,0
835.00,Dislocat hip NOS-closed,S73.006A,"Unspecified dislocation of unspecified hip, init encntr",1,0,0,0,0,0
835.01,Posterior disloc hip-cl,S73.016A,"Posterior dislocation of unspecified hip, initial encounter",1,0,0,0,0,0
835.02,Obturator disloc hip-cl,S73.026A,"Obturator dislocation of unspecified hip, initial encounter",1,0,0,0,0,0
835.03,Ant disloc hip NEC-clos,S73.036A,"Other anterior dislocation of unspecified hip, init encntr",1,0,0,0,0,0
835.10,Dislocation hip NOS-open,S71.009A,"Unspecified open wound, unspecified hip, initial encounter",1,0,1,1,2,0
835.10,Dislocation hip NOS-open,S73.006A,"Unspecified dislocation of unspecified hip, init encntr",1,0,1,1,1,0
835.11,Posterior disloc hip-opn,S71.009A,"Unspecified open wound, unspecified hip, initial encounter",1,0,1,1,2,0
835.11,Posterior disloc hip-opn,S73.016A,"Posterior dislocation of unspecified hip, initial encounter",1,0,1,1,1,0
835.12,Obturator disloc hip-opn,S71.009A,"Unspecified open wound, unspecified hip, initial encounter",1,0,1,1,2,0
835.12,Obturator disloc hip-opn,S73.026A,"Obturator dislocation of unspecified hip, initial encounter",1,0,1,1,1,0
835.13,Ant disloc hip NEC-open,S71.009A,"Unspecified open wound, unspecified hip, initial encounter",1,0,1,1,2,0
835.13,Ant disloc hip NEC-open,S73.036A,"Other anterior dislocation of unspecified hip, init encntr",1,0,1,1,1,0
836.0,Tear med menisc knee-cur,S83.219A,"Bucket-hndl tear of medial mensc, crnt inj, unsp knee, init",1,0,0,0,0,0
836.0,Tear med menisc knee-cur,S83.249A,"Oth tear of medial meniscus, current injury, unsp knee, init",1,0,0,0,0,0
836.1,Tear lat menisc knee-cur,S83.289A,"Oth tear of lat mensc, current injury, unsp knee, init",1,0,0,0,0,0
836.2,Tear meniscus NEC-curren,S83.209A,"Unsp tear of unsp meniscus, current injury, unsp knee, init",1,0,0,0,0,0
836.2,Tear meniscus NEC-curren,S83.30XA,"Tear of articular cartilage of unsp knee, current, init",1,0,0,0,0,0
836.3,Dislocat patella-closed,S83.006A,"Unspecified dislocation of unspecified patella, init encntr",1,0,0,0,0,0
836.4,Dislocation patella-open,S81.009A,"Unspecified open wound, unspecified knee, initial encounter",1,0,1,1,2,0
836.4,Dislocation patella-open,S83.006A,"Unspecified dislocation of unspecified patella, init encntr",1,0,1,1,1,0
836.50,Dislocat knee NOS-closed,S83.106A,"Unspecified dislocation of unspecified knee, init encntr",1,0,0,0,0,0
836.51,Ant disloc prox tibia-cl,S83.116A,"Anterior disloc of proximal end of tibia, unsp knee, init",1,0,0,0,0,0
836.52,Post disl prox tibia-cl,S83.126A,"Posterior disloc of proximal end of tibia, unsp knee, init",1,0,0,0,0,0
836.53,Med disloc prox tibia-cl,S83.136A,"Medial dislocation of proximal end of tibia, unsp knee, init",1,0,0,0,0,0
836.54,Lat disloc prox tibia-cl,S83.146A,"Lateral disloc of proximal end of tibia, unsp knee, init",1,0,0,0,0,0
836.59,Dislocat knee NEC-closed,S83.196A,"Other dislocation of unspecified knee, initial encounter",1,0,0,0,0,0
836.60,Dislocat knee NOS-open,S81.009A,"Unspecified open wound, unspecified knee, initial encounter",1,0,1,1,2,0
836.60,Dislocat knee NOS-open,S83.106A,"Unspecified dislocation of unspecified knee, init encntr",1,0,1,1,1,0
836.61,Ant disl prox tibia-open,S81.009A,"Unspecified open wound, unspecified knee, initial encounter",1,0,1,1,2,0
836.61,Ant disl prox tibia-open,S83.116A,"Anterior disloc of proximal end of tibia, unsp knee, init",1,0,1,1,1,0
836.62,Post disl prox tibia-opn,S81.009A,"Unspecified open wound, unspecified knee, initial encounter",1,0,1,1,2,0
836.62,Post disl prox tibia-opn,S83.126A,"Posterior disloc of proximal end of tibia, unsp knee, init",1,0,1,1,1,0
836.63,Med disl prox tibia-open,S81.009A,"Unspecified open wound, unspecified knee, initial encounter",1,0,1,1,2,0
836.63,Med disl prox tibia-open,S83.136A,"Medial dislocation of proximal end of tibia, unsp knee, init",1,0,1,1,1,0
836.64,Lat disl prox tibia-open,S81.009A,"Unspecified open wound, unspecified knee, initial encounter",1,0,1,1,2,0
836.64,Lat disl prox tibia-open,S83.146A,"Lateral disloc of proximal end of tibia, unsp knee, init",1,0,1,1,1,0
836.69,Dislocat knee NEC-open,S81.009A,"Unspecified open wound, unspecified knee, initial encounter",1,0,1,1,2,0
836.69,Dislocat knee NEC-open,S83.196A,"Other dislocation of unspecified knee, initial encounter",1,0,1,1,1,0
837.0,Dislocation ankle-closed,S93.06XA,"Dislocation of unspecified ankle joint, initial encounter",1,0,0,0,0,0
837.1,Dislocation ankle-open,S91.009A,"Unspecified open wound, unspecified ankle, initial encounter",1,0,1,1,2,0
837.1,Dislocation ankle-open,S93.06XA,"Dislocation of unspecified ankle joint, initial encounter",1,0,1,1,1,0
838.00,Dislocat foot NOS-closed,S93.306A,"Unspecified dislocation of unspecified foot, init encntr",1,0,0,0,0,0
838.01,Disloc tarsal NOS-closed,S93.316A,"Dislocation of tarsal joint of unspecified foot, init encntr",1,0,0,0,0,0
838.02,Disloc midtarsal-closed,S93.316A,"Dislocation of tarsal joint of unspecified foot, init encntr",1,0,0,0,0,0
838.03,Disloc tarsometatars-cl,S93.326A,"Dislocation of tarsometatarsal joint of unsp foot, init",1,0,0,0,0,0
838.04,Disloc metatarsal NOS-cl,S93.336A,"Other dislocation of unspecified foot, initial encounter",1,0,0,0,0,0
838.05,Disl metatarsophalang-cl,S93.129A,"Dislocation of MTP joint of unsp toe(s), init",1,0,0,0,0,0
838.06,Disl interphalan foot-cl,S93.119A,"Dislocation of interphalangeal joint of unsp toe(s), init",1,0,0,0,0,0
838.09,Dislocat foot NEC-closed,S93.106A,"Unspecified dislocation of unspecified toe(s), init encntr",1,0,0,0,0,0
838.09,Dislocat foot NEC-closed,S93.336A,"Other dislocation of unspecified foot, initial encounter",1,0,0,0,0,0
838.10,Dislocat foot NOS-open,S91.309A,"Unspecified open wound, unspecified foot, initial encounter",1,0,1,1,2,0
838.10,Dislocat foot NOS-open,S93.306A,"Unspecified dislocation of unspecified foot, init encntr",1,0,1,1,1,0
838.11,Disloc tarsal NOS-open,S91.309A,"Unspecified open wound, unspecified foot, initial encounter",1,0,1,1,2,0
838.11,Disloc tarsal NOS-open,S93.316A,"Dislocation of tarsal joint of unspecified foot, init encntr",1,0,1,1,1,0
838.12,Disloc midtarsal-open,S91.309A,"Unspecified open wound, unspecified foot, initial encounter",1,0,1,1,2,0
838.12,Disloc midtarsal-open,S93.316A,"Dislocation of tarsal joint of unspecified foot, init encntr",1,0,1,1,1,0
838.13,Disl tarsometatarsal-opn,S91.309A,"Unspecified open wound, unspecified foot, initial encounter",1,0,1,1,2,0
838.13,Disl tarsometatarsal-opn,S93.326A,"Dislocation of tarsometatarsal joint of unsp foot, init",1,0,1,1,1,0
838.14,Disl metatarsal NOS-open,S91.309A,"Unspecified open wound, unspecified foot, initial encounter",1,0,1,1,2,0
838.14,Disl metatarsal NOS-open,S93.336A,"Other dislocation of unspecified foot, initial encounter",1,0,1,1,1,0
838.15,Disloc metatarsophal-opn,S91.309A,"Unspecified open wound, unspecified foot, initial encounter",1,0,1,1,2,0
838.15,Disloc metatarsophal-opn,S93.129A,"Dislocation of MTP joint of unsp toe(s), init",1,0,1,1,1,0
838.16,Dis interphalan foot-opn,S91.109A,"Unsp open wound of unsp toe(s) w/o damage to nail, init",1,0,1,1,2,0
838.16,Dis interphalan foot-opn,S93.119A,"Dislocation of interphalangeal joint of unsp toe(s), init",1,0,1,1,1,0
838.19,Dislocat foot NEC-open,S91.109A,"Unsp open wound of unsp toe(s) w/o damage to nail, init",1,0,1,1,2,0
838.19,Dislocat foot NEC-open,S93.336A,"Other dislocation of unspecified foot, initial encounter",1,0,1,1,1,0
839.00,Disloc cerv vert NOS-cl,S13.101A,"Dislocation of unspecified cervical vertebrae, init encntr",1,0,0,0,0,0
839.01,Disloc 1st cerv vert-cl,S13.111A,"Dislocation of C0/C1 cervical vertebrae, initial encounter",1,0,0,0,0,0
839.02,Disloc 2nd cerv vert-cl,S13.121A,"Dislocation of C1/C2 cervical vertebrae, initial encounter",1,0,0,0,0,0
839.03,Disloc 3rd cerv vert-cl,S13.131A,"Dislocation of C2/C3 cervical vertebrae, initial encounter",1,0,0,0,0,0
839.04,Disloc 4th cerv vert-cl,S13.141A,"Dislocation of C3/C4 cervical vertebrae, initial encounter",1,0,0,0,0,0
839.05,Disloc 5th cerv vert-cl,S13.151A,"Dislocation of C4/C5 cervical vertebrae, initial encounter",1,0,0,0,0,0
839.06,Disloc 6th cerv vert-cl,S13.161A,"Dislocation of C5/C6 cervical vertebrae, initial encounter",1,0,0,0,0,0
839.07,Disloc 7th cerv vert-cl,S13.171A,"Dislocation of C6/C7 cervical vertebrae, initial encounter",1,0,0,0,0,0
839.07,Disloc 7th cerv vert-cl,S13.181A,"Dislocation of C7/T1 cervical vertebrae, initial encounter",1,0,0,0,0,0
839.08,Disloc mult cerv vert-cl,S13.101A,"Dislocation of unspecified cervical vertebrae, init encntr",1,0,0,0,0,0
839.10,Disloc cerv vert NOS-opn,S11.90XA,"Unsp open wound of unspecified part of neck, init encntr",1,0,1,1,2,0
839.10,Disloc cerv vert NOS-opn,S13.101A,"Dislocation of unspecified cervical vertebrae, init encntr",1,0,1,1,1,0
839.11,Disloc lst cerv vert-opn,S11.90XA,"Unsp open wound of unspecified part of neck, init encntr",1,0,1,1,2,0
839.11,Disloc lst cerv vert-opn,S13.111A,"Dislocation of C0/C1 cervical vertebrae, initial encounter",1,0,1,1,1,0
839.12,Disloc 2nd cerv vert-opn,S11.90XA,"Unsp open wound of unspecified part of neck, init encntr",1,0,1,1,2,0
839.12,Disloc 2nd cerv vert-opn,S13.121A,"Dislocation of C1/C2 cervical vertebrae, initial encounter",1,0,1,1,1,0
839.13,Disloc 3rd cerv vert-opn,S11.90XA,"Unsp open wound of unspecified part of neck, init encntr",1,0,1,1,2,0
839.13,Disloc 3rd cerv vert-opn,S13.131A,"Dislocation of C2/C3 cervical vertebrae, initial encounter",1,0,1,1,1,0
839.14,Disloc 4th cerv vert-opn,S11.90XA,"Unsp open wound of unspecified part of neck, init encntr",1,0,1,1,2,0
839.14,Disloc 4th cerv vert-opn,S13.141A,"Dislocation of C3/C4 cervical vertebrae, initial encounter",1,0,1,1,1,0
839.15,Disloc 5th cerv vert-opn,S11.90XA,"Unsp open wound of unspecified part of neck, init encntr",1,0,1,1,2,0
839.15,Disloc 5th cerv vert-opn,S13.151A,"Dislocation of C4/C5 cervical vertebrae, initial encounter",1,0,1,1,1,0
839.16,Disloc 6th cerv vert-opn,S11.90XA,"Unsp open wound of unspecified part of neck, init encntr",1,0,1,1,2,0
839.16,Disloc 6th cerv vert-opn,S13.161A,"Dislocation of C5/C6 cervical vertebrae, initial encounter",1,0,1,1,1,0
839.17,Disloc 7th cerv vert-opn,S11.90XA,"Unsp open wound of unspecified part of neck, init encntr",1,0,1,1,2,0
839.17,Disloc 7th cerv vert-opn,S13.171A,"Dislocation of C6/C7 cervical vertebrae, initial encounter",1,0,1,1,1,0
839.17,Disloc 7th cerv vert-opn,S13.181A,"Dislocation of C7/T1 cervical vertebrae, initial encounter",1,0,1,1,1,0
839.18,Disloc mlt cerv vert-opn,S11.90XA,"Unsp open wound of unspecified part of neck, init encntr",1,0,1,1,2,0
839.18,Disloc mlt cerv vert-opn,S13.101A,"Dislocation of unspecified cervical vertebrae, init encntr",1,0,1,1,1,0
839.20,Dislocat lumbar vert-cl,S33.101A,"Dislocation of unspecified lumbar vertebra, init encntr",1,0,0,0,0,0
839.21,Disloc thoracic vert-cl,S23.101A,"Dislocation of unspecified thoracic vertebra, init encntr",1,0,0,0,0,0
839.30,Dislocat lumbar vert-opn,S31.000A,"Unsp opn wnd low back and pelv w/o penet retroperiton, init",1,0,1,1,2,0
839.30,Dislocat lumbar vert-opn,S33.101A,"Dislocation of unspecified lumbar vertebra, init encntr",1,0,1,1,1,0
839.31,Disloc thoracic vert-opn,S21.209A,"Unsp opn wnd unsp bk wl of thorax w/o penet thor cav, init",1,0,1,1,2,0
839.31,Disloc thoracic vert-opn,S23.101A,"Dislocation of unspecified thoracic vertebra, init encntr",1,0,1,1,1,0
839.40,Dislocat vertebra NOS-cl,S23.20XA,"Dislocation of unspecified part of thorax, initial encounter",1,0,0,0,0,0
839.41,Dislocat coccyx-closed,S33.2XXA,"Dislocation of sacroiliac and sacrococcygeal joint, init",1,0,0,0,0,0
839.42,Dislocat sacrum-closed,S33.2XXA,"Dislocation of sacroiliac and sacrococcygeal joint, init",1,0,0,0,0,0
839.49,Dislocat vertebra NEC-cl,S33.39XA,"Dislocation of oth prt lumbar spine and pelvis, init encntr",1,0,0,0,0,0
839.50,Disloc vertebra NOS-open,S23.20XA,"Dislocation of unspecified part of thorax, initial encounter",1,0,1,1,1,0
839.50,Disloc vertebra NOS-open,S31.000A,"Unsp opn wnd low back and pelv w/o penet retroperiton, init",1,0,1,1,2,0
839.51,Dislocat coccyx-open,S31.000A,"Unsp opn wnd low back and pelv w/o penet retroperiton, init",1,0,1,1,2,0
839.51,Dislocat coccyx-open,S33.2XXA,"Dislocation of sacroiliac and sacrococcygeal joint, init",1,0,1,1,1,0
839.52,Dislocat sacrum-open,S31.000A,"Unsp opn wnd low back and pelv w/o penet retroperiton, init",1,0,1,1,2,0
839.52,Dislocat sacrum-open,S33.2XXA,"Dislocation of sacroiliac and sacrococcygeal joint, init",1,0,1,1,1,0
839.59,Disloc vertebra NEC-open,S31.000A,"Unsp opn wnd low back and pelv w/o penet retroperiton, init",1,0,1,1,2,0
839.59,Disloc vertebra NEC-open,S33.39XA,"Dislocation of oth prt lumbar spine and pelvis, init encntr",1,0,1,1,1,0
839.61,Dislocat sternum-closed,S43.206A,"Unsp dislocation of unsp sternoclavicular joint, init encntr",1,0,0,0,0,0
839.69,Dislocat site NEC-closed,S03.1XXA,"Dislocation of septal cartilage of nose, initial encounter",1,0,0,0,0,0
839.69,Dislocat site NEC-closed,S33.39XA,"Dislocation of oth prt lumbar spine and pelvis, init encntr",1,0,0,0,0,0
839.71,Dislocation sternum-open,S21.109A,"Unsp opn wnd unsp frnt wall of thrx w/o penet thor cav, init",1,0,1,1,2,0
839.71,Dislocation sternum-open,S43.206A,"Unsp dislocation of unsp sternoclavicular joint, init encntr",1,0,1,1,1,0
839.79,Dislocat site NEC-open,S31.000A,"Unsp opn wnd low back and pelv w/o penet retroperiton, init",1,0,1,1,2,0
839.79,Dislocat site NEC-open,S33.39XA,"Dislocation of oth prt lumbar spine and pelvis, init encntr",1,0,1,1,1,0
839.8,Dislocation NEC-closed,T14.90,"Injury, unspecified",1,0,0,0,0,0
839.9,Dislocation NEC-open,T14.90,"Injury, unspecified",1,0,0,0,0,0
840.0,Sprain acromioclavicular,S43.50XA,"Sprain of unspecified acromioclavicular joint, init encntr",1,0,0,0,0,0
840.1,Sprain coracoclavicular,S43.80XA,"Sprain of oth parts of unsp shoulder girdle, init encntr",1,0,0,0,0,0
840.2,Sprain coracohumeral,S43.419A,"Sprain of unspecified coracohumeral (ligament), init encntr",1,0,0,0,0,0
840.3,Sprain infraspinatus,S43.80XA,"Sprain of oth parts of unsp shoulder girdle, init encntr",1,0,0,0,0,0
840.4,Sprain rotator cuff,S43.429A,"Sprain of unspecified rotator cuff capsule, init encntr",1,0,0,0,0,0
840.5,Sprain subscapularis,S43.80XA,"Sprain of oth parts of unsp shoulder girdle, init encntr",1,0,0,0,0,0
840.6,Sprain supraspinatus,S43.80XA,"Sprain of oth parts of unsp shoulder girdle, init encntr",1,0,0,0,0,0
840.7,Sup glenoid labrm lesion,S43.439A,"Superior glenoid labrum lesion of unsp shoulder, init encntr",1,0,0,0,0,0
840.8,Sprain shoulder/arm NEC,S43.499A,"Other sprain of unspecified shoulder joint, init encntr",1,0,0,0,0,0
840.8,Sprain shoulder/arm NEC,S46.019A,"Strain of musc/tend the rotator cuff of unsp shoulder, init",1,0,0,0,0,0
840.8,Sprain shoulder/arm NEC,S46.119A,"Strain of musc/fasc/tend long head of biceps, unsp arm, init",1,0,0,0,0,0
840.8,Sprain shoulder/arm NEC,S46.819A,"Strain of musc/fasc/tend at shldr/up arm, unsp arm, init",1,0,0,0,0,0
840.9,Sprain shoulder/arm NOS,S43.409A,"Unsp sprain of unspecified shoulder joint, init encntr",1,0,0,0,0,0
840.9,Sprain shoulder/arm NOS,S46.919A,"Strain unsp musc/fasc/tend at shldr/up arm, unsp arm, init",1,0,0,0,0,0
841.0,Sprain radial collat lig,S53.439A,"Radial collateral ligament sprain of unsp elbow, init encntr",1,0,0,0,0,0
841.1,Sprain ulnar collat lig,S53.449A,"Ulnar collateral ligament sprain of unsp elbow, init encntr",1,0,0,0,0,0
841.2,Sprain radiohumeral,S53.419A,"Radiohumeral (joint) sprain of unsp elbow, init encntr",1,0,0,0,0,0
841.3,Sprain ulnohumeral,S53.429A,"Ulnohumeral (joint) sprain of unspecified elbow, init encntr",1,0,0,0,0,0
841.8,Sprain elbow/forearm NEC,S53.499A,"Other sprain of unspecified elbow, initial encounter",1,0,0,0,0,0
841.9,Sprain elbow/forearm NOS,S53.409A,"Unspecified sprain of unspecified elbow, initial encounter",1,0,0,0,0,0
841.9,Sprain elbow/forearm NOS,S56.919A,"Strain of unsp musc/fasc/tend at forarm lv, unsp arm, init",1,0,0,0,0,0
842.00,Sprain of wrist NOS,S63.509A,"Unspecified sprain of unspecified wrist, initial encounter",1,0,0,0,0,0
842.00,Sprain of wrist NOS,S66.919A,"Strain of unsp musc/fasc/tend at wrs/hnd lv, unsp hand, init",1,0,0,0,0,0
842.01,Sprain carpal,S63.519A,"Sprain of carpal joint of unspecified wrist, init encntr",1,0,0,0,0,0
842.02,Sprain radiocarpal,S63.329A,"Traumatic rupture of unsp radiocarpal ligament, init encntr",1,0,0,0,0,0
842.02,Sprain radiocarpal,S63.529A,"Sprain of radiocarpal joint of unsp wrist, init encntr",1,0,0,0,0,0
842.09,Sprain of wrist NEC,S63.599A,"Other specified sprain of unspecified wrist, init encntr",1,0,0,0,0,0
842.10,Sprain of hand NOS,S63.90XA,"Sprain of unsp part of unsp wrist and hand, init encntr",1,0,0,0,0,0
842.10,Sprain of hand NOS,S66.919A,"Strain of unsp musc/fasc/tend at wrs/hnd lv, unsp hand, init",1,0,0,0,0,0
842.11,Sprain carpometacarpal,S63.8X9A,"Sprain of other part of unsp wrist and hand, init encntr",1,0,0,0,0,0
842.12,Sprain metacarpophalang,S63.649A,"Sprain of metacarpophalangeal joint of unsp thumb, init",1,0,0,0,0,0
842.12,Sprain metacarpophalang,S63.659A,"Sprain of metacarpophalangeal joint of unsp finger, init",1,0,0,0,0,0
842.13,Sprain interphalangeal,S63.629A,"Sprain of interphalangeal joint of unsp thumb, init encntr",1,0,0,0,0,0
842.13,Sprain interphalangeal,S63.639A,"Sprain of interphalangeal joint of unsp finger, init encntr",1,0,0,0,0,0
842.19,Sprain of hand NEC,S63.8X9A,"Sprain of other part of unsp wrist and hand, init encntr",1,0,0,0,0,0
843.0,Sprain iliofemoral,S73.119A,"Iliofemoral ligament sprain of unspecified hip, init encntr",1,0,0,0,0,0
843.1,Sprain ischiocapsular,S73.129A,"Ischiocapsular ligament sprain of unsp hip, init encntr",1,0,0,0,0,0
843.8,Sprain hip & thigh NEC,S73.199A,"Other sprain of unspecified hip, initial encounter",1,0,0,0,0,0
843.9,Sprain hip & thigh NOS,S73.109A,"Unspecified sprain of unspecified hip, initial encounter",1,0,0,0,0,0
843.9,Sprain hip & thigh NOS,S76.919A,"Strain of unsp musc/fasc/tend at thi lev, unsp thigh, init",1,0,0,0,0,0
844.0,Sprain lateral coll lig,S83.429A,"Sprain of lateral collateral ligament of unsp knee, init",1,0,0,0,0,0
844.1,Sprain medial collat lig,S83.419A,"Sprain of medial collateral ligament of unsp knee, init",1,0,0,0,0,0
844.2,Sprain cruciate lig knee,S83.509A,"Sprain of unsp cruciate ligament of unsp knee, init encntr",1,0,0,0,0,0
844.3,Sprain super tibiofibula,S83.60XA,"Sprain of super tibiofibul joint and ligmt, unsp knee, init",1,0,0,0,0,0
844.8,Sprain of knee & leg NEC,S83.8X9A,"Sprain of oth parts of unspecified knee, init encntr",1,0,0,0,0,0
844.8,Sprain of knee & leg NEC,S86.819A,"Strain of musc/tend at lower leg level, unsp leg, init",1,0,0,0,0,0
844.9,Sprain of knee & leg NOS,S83.90XA,"Sprain of unspecified site of unspecified knee, init encntr",1,0,0,0,0,0
844.9,Sprain of knee & leg NOS,S86.919A,"Strain of unsp musc/tend at lower leg level, unsp leg, init",1,0,0,0,0,0
