ICD9,ICD9_Desc,Category,Category_Desc
755.26,Longitud defic radius,Q71,Reduction defects of upper limb
755.27,Longitudinal defic ulna,Q71,Reduction defects of upper limb
755.28,Longitudinal defic hand,Q71,Reduction defects of upper limb
755.29,Longitud defic phalanges,Q71,Reduction defects of upper limb
755.30,Reduction deform leg NOS,Q72,Reduction defects of lower limb
755.31,Transverse defic leg,Q72,Reduction defects of lower limb
755.32,Longitudin defic leg NEC,Q72,Reduction defects of lower limb
755.33,Comb longitudin def leg,Q72,Reduction defects of lower limb
755.34,Longitudinal defic femur,Q72,Reduction defects of lower limb
755.35,Tibiofibula longit defic,Q72,Reduction defects of lower limb
755.36,Longitudinal defic tibia,Q72,Reduction defects of lower limb
755.37,Longitudin defic fibula,Q72,Reduction defects of lower limb
755.38,Longitudinal defic foot,Q72,Reduction defects of lower limb
755.39,Longitud defic phalanges,Q72,Reduction defects of lower limb
755.4,Reduct deform limb NOS,Q73,Reduction defects of unspecified limb
755.50,Upper limb anomaly NOS,Q74,Other congenital malformations of limb(s)
755.51,Cong deformity-clavicle,Q68,Other congenital musculoskeletal deformities
755.52,Cong elevation-scapula,Q68,Other congenital musculoskeletal deformities
755.53,Radioulnar synostosis,Q74,Other congenital malformations of limb(s)
755.54,Madelung's deformity,Q74,Other congenital malformations of limb(s)
755.55,Acrocephalosyndactyly,Q87,Oth congenital malform syndromes affecting multiple systems
755.56,Accessory carpal bones,Q74,Other congenital malformations of limb(s)
755.57,Macrodactylia (fingers),Q74,Other congenital malformations of limb(s)
755.58,Congenital cleft hand,Q71,Reduction defects of upper limb
755.59,Upper limb anomaly NEC,Q74,Other congenital malformations of limb(s)
755.60,Lower limb anomaly NOS,Q74,Other congenital malformations of limb(s)
755.61,Congenital coxa valga,Q65,Congenital deformities of hip
755.62,Congenital coxa vara,Q65,Congenital deformities of hip
755.63,Cong hip deformity NEC,Q65,Congenital deformities of hip
755.64,Cong knee deformity,Q68,Other congenital musculoskeletal deformities
755.65,Macrodactylia of toes,Q74,Other congenital malformations of limb(s)
755.66,Anomalies of toes NEC,Q66,Congenital deformities of feet
755.67,Anomalies of foot NEC,Q66,Congenital deformities of feet
755.69,Lower limb anomaly NEC,Q74,Other congenital malformations of limb(s)
755.8,Congen limb anomaly NEC,Q74,Other congenital malformations of limb(s)
755.9,Congen limb anomaly NOS,Q74,Other congenital malformations of limb(s)
756.0,Anomal skull/face bones,Q75,Other congenital malformations of skull and face bones
756.10,Anomaly of spine NOS,Q76,Congenital malformations of spine and bony thorax
756.11,Lumbosacr spondylolysis,Q76,Congenital malformations of spine and bony thorax
756.12,Spondylolisthesis,Q76,Congenital malformations of spine and bony thorax
756.13,Cong absence of vertebra,Q76,Congenital malformations of spine and bony thorax
756.14,Hemivertebra,Q76,Congenital malformations of spine and bony thorax
756.15,Congen fusion of spine,Q76,Congenital malformations of spine and bony thorax
756.16,Klippel-feil syndrome,Q76,Congenital malformations of spine and bony thorax
756.17,Spina bifida occulta,Q76,Congenital malformations of spine and bony thorax
756.19,Anomaly of spine NEC,Q76,Congenital malformations of spine and bony thorax
756.2,Cervical rib,Q76,Congenital malformations of spine and bony thorax
756.3,Rib & sternum anomal NEC,Q76,Congenital malformations of spine and bony thorax
756.4,Chondrodystrophy,Q77,Osteochndrdys w defects of growth of tubular bones and spine
756.50,Osteodystrophy NOS,Q78,Other osteochondrodysplasias
756.51,Osteogenesis imperfecta,Q78,Other osteochondrodysplasias
756.52,Osteopetrosis,Q78,Other osteochondrodysplasias
756.53,Osteopoikilosis,Q78,Other osteochondrodysplasias
756.54,Polyostotic fibros dyspl,Q78,Other osteochondrodysplasias
756.55,Chondroectoderm dysplas,Q77,Osteochndrdys w defects of growth of tubular bones and spine
756.56,Mult epiphyseal dysplas,Q78,Other osteochondrodysplasias
756.59,Osteodystrophy NEC,Q78,Other osteochondrodysplasias
756.6,Anomalies of diaphragm,Q79,"Congenital malformations of musculoskeletal system, NEC"
756.70,Congn anoml abd wall NOS,Q79,"Congenital malformations of musculoskeletal system, NEC"
756.71,Prune belly syndrome,Q79,"Congenital malformations of musculoskeletal system, NEC"
756.72,Omphalocele,Q79,"Congenital malformations of musculoskeletal system, NEC"
756.73,Gastroschisis,Q79,"Congenital malformations of musculoskeletal system, NEC"
756.79,Congn anoml abd wall NEC,Q79,"Congenital malformations of musculoskeletal system, NEC"
756.81,Absence of muscle/tendon,Q79,"Congenital malformations of musculoskeletal system, NEC"
756.82,Accessory muscle,Q79,"Congenital malformations of musculoskeletal system, NEC"
756.83,Ehlers-danlos syndrome,Q79,"Congenital malformations of musculoskeletal system, NEC"
756.89,Soft tissue anomaly NEC,Q79,"Congenital malformations of musculoskeletal system, NEC"
756.9,Musculoskel anom NEC/NOS,Q68,Other congenital musculoskeletal deformities
757.0,Hereditary edema of legs,Q82,Other congenital malformations of skin
757.1,Ichthyosis congenita,Q80,Congenital ichthyosis
757.2,Dermatoglyphic anomalies,Q82,Other congenital malformations of skin
757.31,Cong ectodermal dysplas,Q82,Other congenital malformations of skin
757.32,Vascular hamartomas,Q82,Other congenital malformations of skin
757.33,Cong skin pigment anomal,Q82,Other congenital malformations of skin
757.39,Skin anomaly NEC,Q81,Epidermolysis bullosa
757.4,Hair anomalies NEC,Q84,Other congenital malformations of integument
757.5,Nail anomalies NEC,Q84,Other congenital malformations of integument
757.6,Cong breast anomaly NEC,Q83,Congenital malformations of breast
757.8,Oth integument anomalies,Q84,Other congenital malformations of integument
757.9,Integument anomaly NOS,Q84,Other congenital malformations of integument
758.0,Down's syndrome,Q90,Down syndrome
758.1,Patau's syndrome,Q91,Trisomy 18 and Trisomy 13
758.2,Edwards' syndrome,Q91,Trisomy 18 and Trisomy 13
758.31,Cri-du-chat syndrome,Q93,"Monosomies and deletions from the autosomes, NEC"
758.32,Velo-cardio-facial synd,Q93,"Monosomies and deletions from the autosomes, NEC"
758.33,Microdeletions NEC,Q93,"Monosomies and deletions from the autosomes, NEC"
758.39,Autosomal deletions NEC,Q93,"Monosomies and deletions from the autosomes, NEC"
758.4,Balance autosom transloc,Q95,"Balanced rearrangements and structural markers, NEC"
758.5,Autosomal anomalies NEC,Q92,"Oth trisomies and partial trisomies of the autosomes, NEC"
758.6,Gonadal dysgenesis,Q96,Turner's syndrome
758.7,Klinefelter's syndrome,Q98,"Oth sex chromosome abnormalities, male phenotype, NEC"
758.81,Oth cond due to sex chrm,Q97,"Oth sex chromosome abnormalities, female phenotype, NEC"
758.89,Oth con d/t chrm anm NEC,Q99,"Other chromosome abnormalities, not elsewhere classified"
758.9,Chromosome anomaly NOS,Q99,"Other chromosome abnormalities, not elsewhere classified"
759.0,Anomalies of spleen,Q89,"Other congenital malformations, not elsewhere classified"
759.1,Adrenal gland anomaly,Q89,"Other congenital malformations, not elsewhere classified"
759.2,Endocrine anomaly NEC,Q89,"Other congenital malformations, not elsewhere classified"
759.3,Situs inversus,Q89,"Other congenital malformations, not elsewhere classified"
759.4,Conjoined twins,Q89,"Other congenital malformations, not elsewhere classified"
759.5,Tuberous sclerosis,Q85,"Phakomatoses, not elsewhere classified"
759.6,Hamartoses NEC,Q85,"Phakomatoses, not elsewhere classified"
759.7,Mult congen anomal NEC,Q89,"Other congenital malformations, not elsewhere classified"
759.81,Prader-willi syndrome,Q87,Oth congenital malform syndromes affecting multiple systems
759.82,Marfan syndrome,Q87,Oth congenital malform syndromes affecting multiple systems
759.83,Fragile x syndrome,Q99,"Other chromosome abnormalities, not elsewhere classified"
759.89,Specfied cong anomal NEC,E78,Disorders of lipoprotein metabolism and other lipidemias
759.9,Congenital anomaly NOS,Q89,"Other congenital malformations, not elsewhere classified"
760.0,Matern hyperten aff NB,P00,NB aff by matern cond that may be unrelated to present preg
760.1,Matern urine dis aff NB,P00,NB aff by matern cond that may be unrelated to present preg
760.2,Maternal infec aff NB,P00,NB aff by matern cond that may be unrelated to present preg
760.3,Matern cardioresp aff NB,P00,NB aff by matern cond that may be unrelated to present preg
760.4,Matern nutrit dis aff NB,P00,NB aff by matern cond that may be unrelated to present preg
760.5,Maternal injury aff NB,P00,NB aff by matern cond that may be unrelated to present preg
760.61,Amniocentesis affect NB,P00,NB aff by matern cond that may be unrelated to present preg
760.62,In utero proc NEC aff NB,P00,NB aff by matern cond that may be unrelated to present preg
760.63,Mat surg dur preg aff NB,P00,NB aff by matern cond that may be unrelated to present preg
760.64,Prev matern surg aff NB,P00,NB aff by matern cond that may be unrelated to present preg
760.70,Nox sub NOS aff NB/fetus,P04,NB aff by noxious substnc transmitd via plcnta or brst milk
760.71,Maternl alc aff NB/fetus,P04,NB aff by noxious substnc transmitd via plcnta or brst milk
760.72,Matern narc aff NB/fetus,P04,NB aff by noxious substnc transmitd via plcnta or brst milk
760.73,Matern halluc af NB/fet,P04,NB aff by noxious substnc transmitd via plcnta or brst milk
760.74,Mat anti-inf aff NB/fet,P04,NB aff by noxious substnc transmitd via plcnta or brst milk
760.75,Mat cocaine aff NB/fet,P04,NB aff by noxious substnc transmitd via plcnta or brst milk
760.76,Maternal DES af NB/fetus,P04,NB aff by noxious substnc transmitd via plcnta or brst milk
760.77,Mat anticonv aff NB/fet,P04,NB aff by noxious substnc transmitd via plcnta or brst milk
760.78,Mat antimetabol aff NB,P04,NB aff by noxious substnc transmitd via plcnta or brst milk
760.79,Nox sub NEC aff NB/fetus,P04,NB aff by noxious substnc transmitd via plcnta or brst milk
760.8,Maternal cond NEC aff NB,P00,NB aff by matern cond that may be unrelated to present preg
760.9,Maternal cond NOS aff NB,P00,NB aff by matern cond that may be unrelated to present preg
761.0,Incompetnt cervix aff NB,P01,Newborn affected by maternal complications of pregnancy
761.1,Premat rupt memb aff NB,P01,Newborn affected by maternal complications of pregnancy
761.2,Oligohydramnios aff NB,P01,Newborn affected by maternal complications of pregnancy
761.3,Polyhydramnios aff NB,P01,Newborn affected by maternal complications of pregnancy
761.4,Ectopic pregnancy aff NB,P01,Newborn affected by maternal complications of pregnancy
761.5,Mult pregnancy aff NB,P01,Newborn affected by maternal complications of pregnancy
761.6,Maternal death aff NB,P01,Newborn affected by maternal complications of pregnancy
761.7,Antepart malpres aff NB,P01,Newborn affected by maternal complications of pregnancy
761.8,Matern compl NEC aff NB,P01,Newborn affected by maternal complications of pregnancy
761.9,Matern compl NOS aff NB,P01,Newborn affected by maternal complications of pregnancy
762.0,Placenta previa aff NB,P02,"Newborn affected by comp of placenta, cord and membranes"
762.1,Placenta hem NEC aff NB,P02,"Newborn affected by comp of placenta, cord and membranes"
762.2,Abn plac NEC/NOS aff NB,P02,"Newborn affected by comp of placenta, cord and membranes"
762.3,Placent transfusion syn,P02,"Newborn affected by comp of placenta, cord and membranes"
762.4,Prolapsed cord aff NB,P02,"Newborn affected by comp of placenta, cord and membranes"
762.5,Oth umbil cord compress,P02,"Newborn affected by comp of placenta, cord and membranes"
762.6,Umbil cond NEC aff NB,P02,"Newborn affected by comp of placenta, cord and membranes"
762.7,Chorioamnionitis aff NB,P02,"Newborn affected by comp of placenta, cord and membranes"
762.8,Abn amnion NEC aff NB,P02,"Newborn affected by comp of placenta, cord and membranes"
762.9,Abn amnion NOS aff NB,P02,"Newborn affected by comp of placenta, cord and membranes"
763.0,Breech del/extrac aff NB,P03,Newborn affected by other comp of labor and delivery
763.1,Malpos/dispro NEC aff NB,P03,Newborn affected by other comp of labor and delivery
763.2,Forceps delivery aff NB,P03,Newborn affected by other comp of labor and delivery
763.3,Vacuum extrac del aff NB,P03,Newborn affected by other comp of labor and delivery
763.4,Cesarean delivery aff NB,P03,Newborn affected by other comp of labor and delivery
763.5,Mat anesth/analg aff NB,P04,NB aff by noxious substnc transmitd via plcnta or brst milk
763.6,Precipitate del aff NB,P03,Newborn affected by other comp of labor and delivery
763.7,Abn uterine contr aff NB,P03,Newborn affected by other comp of labor and delivery
763.81,Ab ftl hrt rt/rh b/f lab,P03,Newborn affected by other comp of labor and delivery
763.82,Ab ftl hrt rt/rh dur lab,P03,Newborn affected by other comp of labor and delivery
763.83,Ab ftl hrt rt/rhy NOS,P03,Newborn affected by other comp of labor and delivery
763.84,Meconium dur del aff NB,P03,Newborn affected by other comp of labor and delivery
763.89,Compl del NEC aff NB,P03,Newborn affected by other comp of labor and delivery
763.9,Compl deliv NOS aff NB,P03,Newborn affected by other comp of labor and delivery
764.00,Light-for-dates wtNOS,P05,Disord of NB related to slow fetal growth and fetal malnut
764.01,Light-for-dates <500g,P05,Disord of NB related to slow fetal growth and fetal malnut
764.02,Lt-for-dates 500-749g,P05,Disord of NB related to slow fetal growth and fetal malnut
764.03,Lt-for-dates 750-999g,P05,Disord of NB related to slow fetal growth and fetal malnut
764.04,Lt-for-dates 1000-1249g,P05,Disord of NB related to slow fetal growth and fetal malnut
764.05,Lt-for-dates 1250-1499g,P05,Disord of NB related to slow fetal growth and fetal malnut
764.06,Lt-for-dates 1500-1749g,P05,Disord of NB related to slow fetal growth and fetal malnut
764.07,Lt-for-dates 1750-1999g,P05,Disord of NB related to slow fetal growth and fetal malnut
764.08,Lt-for-dates 2000-2499g,P05,Disord of NB related to slow fetal growth and fetal malnut
764.09,Lt-for-dates 2500+g,P05,Disord of NB related to slow fetal growth and fetal malnut
764.10,Lt-for-date w/mal wtNOS,P05,Disord of NB related to slow fetal growth and fetal malnut
764.11,Lt-for-date w/mal <500g,P05,Disord of NB related to slow fetal growth and fetal malnut
764.12,Lt-date w/mal 500-749g,P05,Disord of NB related to slow fetal growth and fetal malnut
764.13,Lt-date w/mal 750-999g,P05,Disord of NB related to slow fetal growth and fetal malnut
764.14,Lt-date w/mal 1000-1249g,P05,Disord of NB related to slow fetal growth and fetal malnut
764.15,Lt-date w/mal 1250-1499g,P05,Disord of NB related to slow fetal growth and fetal malnut
764.16,Lt-date w/mal 1500-1749g,P05,Disord of NB related to slow fetal growth and fetal malnut
764.17,Lt-date w/mal 1750-1999g,P05,Disord of NB related to slow fetal growth and fetal malnut
764.18,Lt-date w/mal 2000-2499g,P05,Disord of NB related to slow fetal growth and fetal malnut
764.19,Lt-for-date w/mal 2500+g,P05,Disord of NB related to slow fetal growth and fetal malnut
764.20,Fetal malnutrition wtNOS,P05,Disord of NB related to slow fetal growth and fetal malnut
764.21,Fetal malnutrition <500g,P05,Disord of NB related to slow fetal growth and fetal malnut
764.22,Fetal malnutr 500-749g,P05,Disord of NB related to slow fetal growth and fetal malnut
764.23,Fetal mal 750-999g,P05,Disord of NB related to slow fetal growth and fetal malnut
764.24,Fetal mal 1000-1249g,P05,Disord of NB related to slow fetal growth and fetal malnut
764.25,Fetal mal 1250-1499g,P05,Disord of NB related to slow fetal growth and fetal malnut
764.26,Fetal mal 1500-1749g,P05,Disord of NB related to slow fetal growth and fetal malnut
764.27,Fetal malnutr 1750-1999g,P05,Disord of NB related to slow fetal growth and fetal malnut
764.28,Fetal malnutr 2000-2499g,P05,Disord of NB related to slow fetal growth and fetal malnut
764.29,Fetal malnutr 2500+g,P05,Disord of NB related to slow fetal growth and fetal malnut
764.90,Fet growth retard wtNOS,P05,Disord of NB related to slow fetal growth and fetal malnut
764.91,Fet growth retard <500g,P05,Disord of NB related to slow fetal growth and fetal malnut
764.92,Fet growth ret 500-749g,P05,Disord of NB related to slow fetal growth and fetal malnut
764.93,Fet growth ret 750-999g,P05,Disord of NB related to slow fetal growth and fetal malnut
764.94,Fet grwth ret 1000-1249g,P05,Disord of NB related to slow fetal growth and fetal malnut
764.95,Fet grwth ret 1250-1499g,P05,Disord of NB related to slow fetal growth and fetal malnut
764.96,Fet grwth ret 1500-1749g,P05,Disord of NB related to slow fetal growth and fetal malnut
764.97,Fet grwth ret 1750-1999g,P05,Disord of NB related to slow fetal growth and fetal malnut
764.98,Fet grwth ret 2000-2499g,P05,Disord of NB related to slow fetal growth and fetal malnut
764.99,Fet growth ret 2500+g,P05,Disord of NB related to slow fetal growth and fetal malnut
765.00,Extreme immatur wtNOS,P07,"Disord of NB related to short gest and low birth weight, NEC"
765.01,Extreme immatur <500g,P07,"Disord of NB related to short gest and low birth weight, NEC"
765.02,Extreme immatur 500-749g,P07,"Disord of NB related to short gest and low birth weight, NEC"
765.03,Extreme immatur 750-999g,P07,"Disord of NB related to short gest and low birth weight, NEC"
765.04,Extreme immat 1000-1249g,P07,"Disord of NB related to short gest and low birth weight, NEC"
765.05,Extreme immat 1250-1499g,P07,"Disord of NB related to short gest and low birth weight, NEC"
765.06,Extreme immat 1500-1749g,P07,"Disord of NB related to short gest and low birth weight, NEC"
765.07,Extreme immat 1750-1999g,P07,"Disord of NB related to short gest and low birth weight, NEC"
765.08,Extreme immat 2000-2499g,P07,"Disord of NB related to short gest and low birth weight, NEC"
765.09,Extreme immat 2500+g,P07,"Disord of NB related to short gest and low birth weight, NEC"
765.10,Preterm infant NEC wtNOS,P07,"Disord of NB related to short gest and low birth weight, NEC"
765.11,Preterm NEC <500g,P07,"Disord of NB related to short gest and low birth weight, NEC"
765.12,Preterm NEC 500-749g,P07,"Disord of NB related to short gest and low birth weight, NEC"
765.13,Preterm NEC 750-999g,P07,"Disord of NB related to short gest and low birth weight, NEC"
765.14,Preterm NEC 1000-1249g,P07,"Disord of NB related to short gest and low birth weight, NEC"
765.15,Preterm NEC 1250-1499g,P07,"Disord of NB related to short gest and low birth weight, NEC"
765.16,Preterm NEC 1500-1749g,P07,"Disord of NB related to short gest and low birth weight, NEC"
765.17,Preterm NEC 1750-1999g,P07,"Disord of NB related to short gest and low birth weight, NEC"
765.18,Preterm NEC 2000-2499g,P07,"Disord of NB related to short gest and low birth weight, NEC"
765.19,Preterm NEC 2500+g,P07,"Disord of NB related to short gest and low birth weight, NEC"
765.20,Weeks of gestation NOS,P07,"Disord of NB related to short gest and low birth weight, NEC"
765.21,<24 comp wks gestation,P07,"Disord of NB related to short gest and low birth weight, NEC"
765.22,24 comp weeks gestation,P07,"Disord of NB related to short gest and low birth weight, NEC"
765.23,25-26 comp wks gestation,P07,"Disord of NB related to short gest and low birth weight, NEC"
765.24,27-28 comp wks gestation,P07,"Disord of NB related to short gest and low birth weight, NEC"
765.25,29-30 comp wks gestation,P07,"Disord of NB related to short gest and low birth weight, NEC"
765.26,31-32 comp wks gestation,P07,"Disord of NB related to short gest and low birth weight, NEC"
765.27,33-34 comp wks gestation,P07,"Disord of NB related to short gest and low birth weight, NEC"
765.28,35-36 comp wks gestation,P07,"Disord of NB related to short gest and low birth weight, NEC"
765.29,37+ comp wks gestation,,
766.0,Exceptionally large baby,P08,Disord of newborn related to long gest and high birth weight
766.1,Heavy-for-date infan NEC,P08,Disord of newborn related to long gest and high birth weight
766.21,Post-term infant,P08,Disord of newborn related to long gest and high birth weight
766.22,Prolong gestation-infant,P08,Disord of newborn related to long gest and high birth weight
767.0,Cerebral hem at birth,P10,Intracranial laceration and hemorrhage due to birth injury
767.11,Epicranial subapo hemorr,P12,Birth injury to scalp
767.19,Injuries to scalp NEC,P12,Birth injury to scalp
767.2,Clavicle fx at birth,P13,Birth injury to skeleton
767.3,Bone injury NEC at birth,P13,Birth injury to skeleton
767.4,Spinal cord inj at birth,P11,Other birth injuries to central nervous system
767.5,Facial nerve inj-birth,P11,Other birth injuries to central nervous system
767.6,Brach plexus inj-birth,P14,Birth injury to peripheral nervous system
767.7,Nerve inj NEC at birth,P11,Other birth injuries to central nervous system
767.8,Birth trauma NEC,P15,Other birth injuries
767.9,Birth trauma NOS,P15,Other birth injuries
768.0,Fetal death-anoxia NOS,P84,Other problems with newborn
768.1,Fet death-anoxia dur lab,P84,Other problems with newborn
768.2,Fet distress befor labor,P19,Metabolic acidemia in newborn
768.3,Fetal distrs dur lab/del,P19,Metabolic acidemia in newborn
768.4,Fetal distress NOS,P19,Metabolic acidemia in newborn
768.5,Severe birth asphyxia,P84,Other problems with newborn
768.6,Mild/mod birth asphyxia,P84,Other problems with newborn
768.70,Hypoxc-ischem enceph NOS,P91,Other disturbances of cerebral status of newborn
768.71,Mild hypox-ischem enceph,P91,Other disturbances of cerebral status of newborn
768.72,Mod hypox-ischem enceph,P91,Other disturbances of cerebral status of newborn
768.73,Sev hypox-ischem enceph,P91,Other disturbances of cerebral status of newborn
768.9,Birth asphyxia NOS,P84,Other problems with newborn
769,Respiratory distress syn,P22,Respiratory distress of newborn
770.0,Congenital pneumonia,P23,Congenital pneumonia
770.10,Fetal & newborn asp NOS,P24,Neonatal aspiration
770.11,Meconium asp wo resp sym,P24,Neonatal aspiration
770.12,Meconium asp w resp symp,P24,Neonatal aspiration
770.13,Amniotc asp w/o resp sym,P24,Neonatal aspiration
770.14,Amniotic asp w resp sym,P24,Neonatal aspiration
770.15,Blood asp w/o resp sympt,P24,Neonatal aspiration
770.16,Blood asp w resp sympt,P24,Neonatal aspiration
770.17,NB asp w/o resp symp NEC,P24,Neonatal aspiration
770.18,NB asp w resp symp NEC,P24,Neonatal aspiration
770.2,NB interstit emphysema,P25,Interstit emphysema and rel cond origin in perinat period
770.3,NB pulmonary hemorrhage,P26,Pulmonary hemorrhage originating in the perinatal period
770.4,Primary atelectasis,P28,Oth respiratory conditions origin in the perinatal period
770.5,NB atelectasis NEC/NOS,P28,Oth respiratory conditions origin in the perinatal period
770.6,NB transitory tachypnea,P22,Respiratory distress of newborn
770.7,Perinatal chr resp dis,P27,Chronic respiratory disease origin in the perinatal period
770.81,Primary apnea of newborn,P28,Oth respiratory conditions origin in the perinatal period
770.82,Other apnea of newborn,P28,Oth respiratory conditions origin in the perinatal period
770.83,"Cyanotic attack, newborn",P28,Oth respiratory conditions origin in the perinatal period
770.84,Resp failure of newborn,P28,Oth respiratory conditions origin in the perinatal period
770.85,Stomch cont asp w/o resp,P24,Neonatal aspiration
770.86,Stomach cont asp w resp,P24,Neonatal aspiration
770.87,NB respiratory arrest,P28,Oth respiratory conditions origin in the perinatal period
770.88,NB hypoxia,P84,Other problems with newborn
770.89,Resp prob after brth NEC,P28,Oth respiratory conditions origin in the perinatal period
770.9,NB respiratory cond NOS,P28,Oth respiratory conditions origin in the perinatal period
771.0,Congenital rubella,P35,Congenital viral diseases
771.1,Cong cytomegalovirus inf,P35,Congenital viral diseases
771.2,Congenital infec NEC,P35,Congenital viral diseases
771.3,Tetanus neonatorum,A33,Tetanus neonatorum
771.4,Omphalitis of newborn,P38,Omphalitis of newborn
771.5,Neonatal infec mastitis,P39,Other infections specific to the perinatal period
771.6,Neonatal conjunctivitis,P39,Other infections specific to the perinatal period
771.7,Neonatal candida infect,P37,Other congenital infectious and parasitic diseases
771.81,NB septicemia [sepsis],P36,Bacterial sepsis of newborn
771.82,NB urinary tract infectn,P39,Other infections specific to the perinatal period
771.83,Bacteremia of newborn,R78,"Find of drugs and oth substnc, not normally found in blood"
771.89,Perinatal infection NEC,P39,Other infections specific to the perinatal period
772.0,NB fetal blood loss NEC,P50,Newborn affected by intrauterine (fetal) blood loss
772.10,NB intraven hem NOS,P52,Intracranial nontraumatic hemorrhage of newborn
772.11,"NB intraven hem,grade i",P52,Intracranial nontraumatic hemorrhage of newborn
772.12,"NB intraven hem,grade ii",P52,Intracranial nontraumatic hemorrhage of newborn
772.13,"NB intravn hem,grade iii",P52,Intracranial nontraumatic hemorrhage of newborn
772.14,"NB intraven hem,grade iv",P52,Intracranial nontraumatic hemorrhage of newborn
772.2,NB subarachnoid hemorr,P10,Intracranial laceration and hemorrhage due to birth injury
772.3,Post-birth umbil hemorr,P51,Umbilical hemorrhage of newborn
772.4,NB GI hemorrhage,P54,Other neonatal hemorrhages
772.5,NB adrenal hemorrhage,P54,Other neonatal hemorrhages
772.6,NB cutaneous hemorrhage,P54,Other neonatal hemorrhages
772.8,Neonatal hemorrhage NEC,P54,Other neonatal hemorrhages
772.9,Neonatal hemorrhage NOS,P54,Other neonatal hemorrhages
773.0,NB hemolyt dis:rh isoimm,P55,Hemolytic disease of newborn
773.1,NB hemolyt dis-abo isoim,P55,Hemolytic disease of newborn
773.2,NB hemolyt dis-isoim NEC,P55,Hemolytic disease of newborn
773.3,Hydrops fetalis:isoimm,P56,Hydrops fetalis due to hemolytic disease
773.4,NB kernicterus:isoimmun,P57,Kernicterus
773.5,NB late anemia:isoimmun,P55,Hemolytic disease of newborn
774.0,Perinat jaund-hered anem,P58,Neonatal jaundice due to other excessive hemolysis
774.1,Perinat jaund:hemolysis,P58,Neonatal jaundice due to other excessive hemolysis
774.2,Neonat jaund preterm del,P59,Neonatal jaundice from other and unspecified causes
774.30,Delay conjugat jaund NOS,P59,Neonatal jaundice from other and unspecified causes
774.31,Neonat jaund in oth dis,P59,Neonatal jaundice from other and unspecified causes
774.39,Delay conjugat jaund NEC,P59,Neonatal jaundice from other and unspecified causes
774.4,Fetal/neonatal hepatitis,P59,Neonatal jaundice from other and unspecified causes
774.5,Perinatal jaundice NEC,P59,Neonatal jaundice from other and unspecified causes
774.6,Fetal/neonatal jaund NOS,P59,Neonatal jaundice from other and unspecified causes
774.7,NB kernicterus,P57,Kernicterus
775.0,Infant diabet mother syn,P70,Transitory disord of carbohydrate metab specific to newborn
775.1,Neonat diabetes mellitus,P70,Transitory disord of carbohydrate metab specific to newborn
775.2,Neonat myasthenia gravis,P94,Disorders of muscle tone of newborn
775.3,Neonatal thyrotoxicosis,P72,Other transitory neonatal endocrine disorders
775.4,Hypocalcem/hypomagnes NB,P71,Transitory neonatal disorders of calcium and magnesium metab
775.5,Neonatal dehydration,P74,Oth transitory neonatal electrolyte and metabolic disturb
775.6,Neonatal hypoglycemia,P70,Transitory disord of carbohydrate metab specific to newborn
775.7,Late metab acidosis NB,P74,Oth transitory neonatal electrolyte and metabolic disturb
775.81,NB acidosis NEC,P84,Other problems with newborn
775.89,Neonat endo/met dis NEC,P72,Other transitory neonatal endocrine disorders
775.9,Transient met dis NB NOS,P72,Other transitory neonatal endocrine disorders
776.0,NB hemorrhagic disease,P53,Hemorrhagic disease of newborn
776.1,Neonatal thrombocytopen,P61,Other perinatal hematological disorders
776.2,Dissem intravasc coag NB,P60,Disseminated intravascular coagulation of newborn
776.3,Oth neonatal coag dis,P61,Other perinatal hematological disorders
776.4,Polycythemia neonatorum,P61,Other perinatal hematological disorders
776.5,Congenital anemia,P61,Other perinatal hematological disorders
776.6,Anemia of prematurity,P61,Other perinatal hematological disorders
776.7,Neonatal neutropenia,P61,Other perinatal hematological disorders
776.8,Transient hemat dis NEC,P61,Other perinatal hematological disorders
776.9,NB hematological dis NOS,P61,Other perinatal hematological disorders
777.1,Meconium obstruction,P76,Other intestinal obstruction of newborn
777.2,Intest obst-inspiss milk,P76,Other intestinal obstruction of newborn
777.3,Swallowed blood syndrome,P78,Other perinatal digestive system disorders
777.4,Transitory ileus of NB,P76,Other intestinal obstruction of newborn
777.50,Nec enterocoltis NB NOS,P77,Necrotizing enterocolitis of newborn
777.51,Stg I nec enterocol NB,P77,Necrotizing enterocolitis of newborn
777.52,Stg II nec enterocol NB,P77,Necrotizing enterocolitis of newborn
777.53,Stg III nec enterocol NB,P77,Necrotizing enterocolitis of newborn
777.6,Perinatal intest perfor,P78,Other perinatal digestive system disorders
777.8,Perinat GI sys dis NEC,P78,Other perinatal digestive system disorders
777.9,Perinat GI sys dis NOS,P78,Other perinatal digestive system disorders
778.0,Hydrops fetalis no isoim,P83,Other conditions of integument specific to newborn
778.1,Sclerema neonatorum,P83,Other conditions of integument specific to newborn
778.2,NB cold injury syndrome,P80,Hypothermia of newborn
778.3,NB hypothermia NEC,P80,Hypothermia of newborn
778.4,NB temp regulat dis NEC,P81,Other disturbances of temperature regulation of newborn
778.5,Edema of newborn NEC/NOS,P83,Other conditions of integument specific to newborn
778.6,Congenital hydrocele,P83,Other conditions of integument specific to newborn
778.7,NB breast engorgement,P83,Other conditions of integument specific to newborn
778.8,NB integument cond NEC,P83,Other conditions of integument specific to newborn
